1.029    	7.506    	-5.370    
1.059    	7.506    	-5.370    
1.091    	7.506    	-5.370    
1.122    	7.506    	-5.370    
1.155    	7.506    	-5.370    
1.189    	7.506    	-5.370    
1.224    	7.506    	-5.370    
1.260    	7.506    	-5.370    
1.297    	7.506    	-5.370    
1.335    	6.981    	1.173    
1.374    	6.981    	1.173    
1.414    	6.981    	1.173    
1.456    	6.981    	1.173    
1.498    	6.981    	1.173    
1.542    	6.981    	1.173    
1.587    	6.981    	1.173    
1.634    	6.981    	1.173    
1.682    	6.981    	1.173    
1.731    	6.981    	1.173    
1.782    	6.981    	1.173    
1.834    	6.981    	1.173    
1.888    	6.981    	1.173    
1.943    	6.981    	1.173    
2.000    	6.748    	5.151    
2.059    	6.748    	5.151    
2.119    	6.748    	5.151    
2.181    	6.748    	5.151    
2.245    	6.748    	5.151    
2.311    	6.748    	5.151    
2.378    	6.748    	5.151    
2.448    	6.748    	5.151    
2.520    	6.748    	5.151    
2.594    	6.748    	5.151    
2.670    	6.845    	5.982    
2.748    	6.845    	5.982    
2.828    	6.845    	5.982    
2.911    	6.845    	5.982    
2.997    	6.845    	5.982    
3.084    	6.845    	5.982    
3.175    	6.845    	5.982    
3.268    	6.845    	5.982    
3.364    	6.874    	7.770    
3.462    	6.874    	7.770    
3.564    	6.874    	7.770    
3.668    	6.874    	7.770    
3.775    	6.874    	7.770    
3.886    	6.874    	7.770    
4.000    	6.938    	9.096    
4.117    	6.938    	9.096    
4.238    	6.938    	9.096    
4.362    	6.938    	9.096    
4.490    	6.938    	9.096    
4.621    	6.938    	9.096    
4.757    	6.999    	10.670    
4.896    	6.999    	10.670    
5.040    	6.999    	10.670    
5.187    	6.999    	10.670    
5.339    	7.073    	12.019    
5.496    	7.073    	12.019    
5.657    	7.073    	12.019    
5.823    	7.073    	12.019    
5.993    	7.150    	13.428    
6.169    	7.150    	13.428    
6.350    	7.150    	13.428    
6.536    	7.150    	13.428    
6.727    	7.232    	14.704    
6.924    	7.232    	14.704    
7.127    	7.232    	14.704    
7.336    	7.306    	16.041    
7.551    	7.306    	16.041    
7.772    	7.306    	16.041    
8.000    	7.383    	17.369    
8.234    	7.383    	17.369    
8.476    	7.383    	17.369    
8.724    	7.461    	18.733    
8.980    	7.461    	18.733    
9.243    	7.461    	18.733    
9.514    	7.549    	20.113    
9.792    	7.549    	20.113    
10.079    	7.652    	21.448    
10.375    	7.652    	21.448    
10.679    	7.772    	22.783    
10.992    	7.772    	22.783    
11.314    	7.918    	23.988    
11.645    	7.918    	23.988    
11.986    	8.077    	25.201    
12.338    	8.077    	25.201    
12.699    	8.255    	26.277    
13.071    	8.255    	26.277    
13.454    	8.429    	27.356    
13.849    	8.429    	27.356    
14.254    	8.618    	28.384    
14.672    	8.796    	29.401    
15.102    	8.796    	29.401    
15.545    	8.988    	30.510    
16.000    	9.180    	31.676    
16.469    	9.180    	31.676    
16.951    	9.412    	32.967    
17.448    	9.678    	34.152    
17.959    	9.996    	35.379    
18.486    	9.996    	35.379    
19.027    	10.367    	36.554    
19.585    	11.067    	38.045    
20.159    	11.374    	38.396    
20.749    	12.005    	38.961    
21.357    	12.729    	39.128    
21.983    	13.577    	38.923    
22.627    	14.576    	38.080    
23.290    	15.715    	36.404    
23.973    	16.932    	33.586    
24.675    	18.113    	29.340    
25.398    	18.936    	23.415    
26.143    	19.176    	16.406    
26.909    	18.683    	9.289    
27.697    	17.517    	3.041    
28.509    	15.906    	-1.157    
29.344    	13.448    	-2.590    
30.204    	11.517    	-0.080    
31.089    	10.756    	3.216    
