PartNumber,Description,Value,DCR_Ohm,AWG,Type,URL,Price
"Mundorf CFC16-0,18","Mundorf CFC16-0,18 | 0,18 mH | 0,13 Ω | 2% | 16,5 AWG",0.18,0.13,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-018.html,20.95
Jantzen Audio 000-7636,"Jantzen Audio 000-7636 | 0,18 mH | 0,13 Ω | 2% | 16 AWG",0.18,0.13,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7636.html,21.45
Jantzen Audio 000-8535,"Jantzen Audio 000-8535 | 0,18 mH | 0,14 Ω | 2% | 16 AWG",0.18,0.14,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8535.html,22.45
Intertechnik TRI55/018/0.50,"Intertechnik TRI55/018/0.50 | 0,18 mH | 0,13 Ω | 1% | 7 x 24 AWG",0.18,0.13,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri55-018-0-50.html,23.95
Intertechnik LU62/018/200,"Intertechnik LU62/018/200 | 0,18 mH | 0,07 Ω | 3% | 12 AWG",0.18,0.07,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-018-200.html,25.45
Jantzen Audio 000-7298,"Jantzen Audio 000-7298 | 0,18 mH | 0,10 Ω | 2% | 14 AWG",0.18,0.1,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7298.html,27.45
Jantzen Audio 000-8280,"Jantzen Audio 000-8280 | 0,18 mH | 0,10 Ω | 2% | 14 AWG",0.18,0.1,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8280.html,28.96
"Mundorf CFC14-0,18","Mundorf CFC14-0,18 | 0,18 mH | 0,10 Ω | 2% | 14 AWG",0.18,0.1,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-018.html,29.95
Jantzen Audio 000-7018,"Jantzen Audio 000-7018 | 0,18 mH | 0,07 Ω | 2% | 12 AWG",0.18,0.07,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7018.html,39.95
Jantzen Audio 000-1763,"Jantzen Audio 000-1763 | 0,19 mH | 0,209 Ω | 3% | 18 AWG",0.19,0.209,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1763.html,7.45
Jantzen Audio 000-7639,"Jantzen Audio 000-7639 | 0,195 mH | 0,13 Ω | 2% | 16 AWG",0.195,0.13,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7639.html,21.45
Dayton Audio LW18-20,Dayton Audio LW18-20 | 0.20 mH | 0.21 Ω | 5% | 18 AWG,0.2,0.21,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw18-20.html,5.44
Jantzen Audio 000-2179,"Jantzen Audio 000-2179 | 0,20 mH | 0,10 Ω | 3% | 18 AWG",0.2,0.1,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2179.html,6.45
Jantzen Audio 000-1276,"Jantzen Audio 000-1276 | 0,2 mH | 0,2 Ω | 3% | 18 AWG",0.2,0.2,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1276.html,6.95
Jantzen Audio 000-1822,"Jantzen Audio 000-1822 | 0,20 mH | 0,20 Ω | 3% | 18 AWG",0.2,0.2,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1822.html,7.45
Jantzen Audio 000-1357,"Jantzen Audio 000-1357 | 0,20 mH | 0,21 Ω | 3% | 18 AWG",0.2,0.21,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1357.html,7.45
Jantzen Audio 000-1985,"Jantzen Audio 000-1985 | 0,20 mH | 0,22 Ω | 3% | 18 AWG",0.2,0.22,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1985.html,7.45
Jantzen Audio 000-1606,"Jantzen Audio 000-1606 | 0,2 mH | 0,12 Ω | 3% | 15 AWG",0.2,0.12,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1606.html,9.95
Jantzen Audio 000-1600,"Jantzen Audio 000-1600 | 0,20 mH | 0,15 Ω | 3% | 17 AWG",0.2,0.15,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1600.html,9.95
Jantzen Audio 000-1507,"Jantzen Audio 000-1507 | 0,20 mH | 0,13 Ω | 3% | 15 AWG",0.2,0.13,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1507.html,11.95
Jantzen Audio 000-L-0020,"Jantzen Audio 000-L-0020 | 0,2 mH | 0,15 Ω | 3% | 15 AWG",0.2,0.15,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0020.html,13.95
Dayton Audio LW14-20,Dayton Audio LW14-20 | 0.20 mH | 0.10 Ω | 3% | 14 AWG,0.2,0.1,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw14-20.html,15.45
Jantzen Audio 000-0057,"Jantzen Audio 000-0057 | 0,20 mH | 0,10 Ω | 3% | 14 AWG",0.2,0.1,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0057.html,15.45
Jantzen Audio 000-0139,"Jantzen Audio 000-0139 | 0,20 mH | 0,08 Ω | 3% | 13 AWG",0.2,0.08,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0139.html,18.45
Dayton Audio CF16-20,Dayton Audio CF16-20 | 0.20 mH | 0.14 Ω | 3% | 16 AWG,0.2,0.14,16.0,Air Core,https://www.soundimports.eu/en/dayton-audio-cf16-20.html,19.95
Jantzen Audio 000-7640,"Jantzen Audio 000-7640 | 0,20 mH | 0,14 Ω | 2% | 16 AWG",0.2,0.14,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7640.html,21.95
Jantzen Audio 000-8537,"Jantzen Audio 000-8537 | 0,20 mH | 0,15 Ω | 2% | 16 AWG",0.2,0.15,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8537.html,22.95
Jantzen Audio 000-7300,"Jantzen Audio 000-7300 | 0,20 mH | 0,10 Ω | 2% | 14 AWG",0.2,0.1,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7300.html,27.45
Jantzen Audio 000-7020,"Jantzen Audio 000-7020 | 0,20 mH | 0,08 Ω | 2% | 12 AWG",0.2,0.08,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7020.html,40.95
Jantzen Audio 000-8020,"Jantzen Audio 000-8020 | 0,20 mH | 0,08 Ω | 2% | 12 AWG",0.2,0.08,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8020.html,42.45
Jantzen Audio 000-9020,"Jantzen Audio 000-9020 | 0,20 mH | 0,03 Ω | 2% | 8 AWG",0.2,0.03,8.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-9020.html,86.95
Jantzen Audio 000-0100,"Jantzen Audio 000-0100 | 0,21 mH | 0,08 Ω | 3% | 13 AWG",0.21,0.08,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0100.html,17.45
Jantzen Audio 000-8539,"Jantzen Audio 000-8539 | 0,21 mH | 0,15 Ω | 2% | 16 AWG",0.21,0.15,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8539.html,23.45
Dayton Audio LW18-22,Dayton Audio LW18-22 | 0.22 mH | 0.22 Ω | 5% | 18 AWG,0.22,0.22,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw18-22.html,5.95
Jantzen Audio 000-2158,"Jantzen Audio 000-2158 | 0,22 mH | 0,1 Ω | 3% | 18 AWG",0.22,0.1,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2158.html,6.45
Jantzen Audio 000-1278,"Jantzen Audio 000-1278 | 0,22 mH | 0,21 Ω | 3% | 18 AWG",0.22,0.21,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1278.html,7.45
Jantzen Audio 000-1015,"Jantzen Audio 000-1015 | 0,22 mH | 0,21 Ω | 3% | 18 AWG",0.22,0.21,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1015.html,7.45
Jantzen Audio 000-1345,"Jantzen Audio 000-1345 | 0,22 mH | 0,21 Ω | 3% | 18 AWG",0.22,0.21,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1345.html,7.45
Jantzen Audio 000-1745,"Jantzen Audio 000-1745 | 0,22 mH | 0,24 Ω | 3% | 18 AWG",0.22,0.24,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1745.html,7.95
Jantzen Audio 000-1998,"Jantzen Audio 000-1998 | 0,22 mH | 0,23 Ω | 3% | 18 AWG",0.22,0.23,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1998.html,8.45
"Mundorf L100-0,22","Mundorf L100-0,22 | 0,22 mH | 0,21 Ω | 2% | 18 AWG",0.22,0.21,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-022.html,8.45
Jantzen Audio 000-5340,"Jantzen Audio 000-5340 | 0,22 mH | 0,04 Ω | 3% | 15 AWG",0.22,0.04,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5340.html,8.45
Jantzen Audio 000-1922,"Jantzen Audio 000-1922 | 0,22 mH | 0,16 Ω | 3% | 17 AWG",0.22,0.16,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1922.html,9.45
Jantzen Audio 000-1923,"Jantzen Audio 000-1923 | 0,22 mH | 0,16 Ω | 3% | 17 AWG",0.22,0.16,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1923.html,9.45
Jantzen Audio 000-1921,"Jantzen Audio 000-1921 | 0,22 mH | 0,17 Ω | 3% | 17 AWG",0.22,0.17,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1921.html,10.45
Jantzen Audio 000-1268,"Jantzen Audio 000-1268 | 0,22 mH | 0,12 Ω | 3% | 15 AWG",0.22,0.12,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1268.html,10.45
Intertechnik LUT32/022/10,"Intertechnik LUT32/022/10 | 0,22 mH | 0,26 Ω | 3% | 18 AWG",0.22,0.26,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lut32-022-10.html,10.95
Jantzen Audio 000-1631,"Jantzen Audio 000-1631 | 0,22 mH | 0,14 Ω | 3% | 15 AWG",0.22,0.14,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1631.html,11.45
Intertechnik LU44/022/100,"Intertechnik LU44/022/100 | 0,22 mH | 0,23 Ω | 3% | 18 AWG",0.22,0.23,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu44-022-100.html,13.95
Jantzen Audio 000-L-0022,"Jantzen Audio 000-L-0022 | 0,22 mH | 0,15 Ω | 3% | 15 AWG",0.22,0.15,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0022.html,14.45
Jantzen Audio 000-0006,"Jantzen Audio 000-0006 | 0,22 mH | 0,104 Ω | 3% | 14 AWG",0.22,0.104,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0006.html,15.95
Intertechnik LU55/022/140,"Intertechnik LU55/022/140 | 0,22 mH | 0,13 Ω | 3% | 15 AWG",0.22,0.13,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu55-022-140.html,16.46
Jantzen Audio 000-0106,"Jantzen Audio 000-0106 | 0,22 mH | 0,08 Ω | 3% | 13 AWG",0.22,0.08,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0106.html,18.95
"Mundorf CFC16-0,22","Mundorf CFC16-0,22 | 0,22 mH | 0,15 Ω | 2% | 16,5 AWG",0.22,0.15,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-022.html,21.95
Jantzen Audio 000-7644,"Jantzen Audio 000-7644 | 0,22 mH | 0,15 Ω | 2% | 16 AWG",0.22,0.15,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7644.html,22.95
Jantzen Audio 000-8540,"Jantzen Audio 000-8540 | 0,22 mH | 0,15 Ω | 2% | 16 AWG",0.22,0.15,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8540.html,23.45
Jantzen Audio 000-7302,"Jantzen Audio 000-7302 | 0,22 mH | 0,11 Ω | 2% | 14 AWG",0.22,0.11,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7302.html,27.45
Intertechnik LU62/022/200,"Intertechnik LU62/022/200 | 0,22 mH | 0,07 Ω | 3% | 12 AWG",0.22,0.07,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-022-200.html,27.45
Intertechnik TRI55/022/0.50,"Intertechnik TRI55/022/0.50 | 0,22 mH | 0,147 Ω | 1% | 7 x 24 AWG",0.22,0.147,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri55-022-0-50.html,27.95
Jantzen Audio 000-8285,"Jantzen Audio 000-8285 | 0,22 mH | 0,11 Ω | 2% | 14 AWG",0.22,0.11,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8285.html,31.45
"Mundorf CFC14-0,22","Mundorf CFC14-0,22 | 0,22 mH | 0,11 Ω | 2% | 14 AWG",0.22,0.11,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-022.html,31.99
Intertechnik TRI62/022/0.60,"Intertechnik TRI62/022/0.60 | 0,22 mH | 0,11 Ω | 1% | 7 x 23 AWG",0.22,0.11,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri62-022-0-60.html,39.95
Jantzen Audio 000-8022,"Jantzen Audio 000-8022 | 0,22 mH | 0,08 Ω | 2% | 12 AWG",0.22,0.08,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8022.html,44.46
Jantzen Audio 000-7646,"Jantzen Audio 000-7646 | 0,23 mH | 0,15 Ω | 2% | 16 AWG",0.23,0.15,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7646.html,22.95
Jantzen Audio 000-1926,"Jantzen Audio 000-1926 | 0,24 mH | 0,21 Ω | 3% | 18 AWG",0.24,0.21,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1926.html,7.45
Jantzen Audio 000-0905,"Jantzen Audio 000-0905 | 0,24 mH | 0,13 Ω | 3% | 15 AWG",0.24,0.13,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0905.html,11.45
Dayton Audio LW14-24,Dayton Audio LW14-24 | 0.24 mH | 0.11 Ω | 3% | 14 AWG,0.24,0.11,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw14-24.html,19.95
Jantzen Audio 000-8542,"Jantzen Audio 000-8542 | 0,24 mH | 0,15 Ω | 2% | 16 AWG",0.24,0.15,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8542.html,24.95
Jantzen Audio 000-7304,"Jantzen Audio 000-7304 | 0,24 mH | 0,11 Ω | 2% | 14 AWG",0.24,0.11,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7304.html,29.45
Jantzen Audio 000-2143,"Jantzen Audio 000-2143 | 0,25 mH | 0,11 Ω | 3% | 18 AWG",0.25,0.11,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2143.html,6.45
Jantzen Audio 000-1279,"Jantzen Audio 000-1279 | 0,25 mH | 0,223 Ω | 3% | 18 AWG",0.25,0.223,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1279.html,7.45
Jantzen Audio 000-1076,"Jantzen Audio 000-1076 | 0,25 mH | 0,22 Ω | 3% | 18 AWG",0.25,0.22,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1076.html,7.95
Jantzen Audio 000-1093,"Jantzen Audio 000-1093 | 0,25 mH | 0,17 Ω | 3% | 17 AWG",0.25,0.17,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1093.html,9.95
Jantzen Audio 000-1269,"Jantzen Audio 000-1269 | 0,25 mH | 0,128 Ω | 3% | 15 AWG",0.25,0.128,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1269.html,11.45
Jantzen Audio 000-1155,"Jantzen Audio 000-1155 | 0,25 mH | 0,14 Ω | 3% | 15 AWG",0.25,0.14,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1155.html,13.46
Jantzen Audio 000-L-0025,"Jantzen Audio 000-L-0025 | 0,25 mH | 0,15 Ω | 3% | 15 AWG",0.25,0.15,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0025.html,15.45
Jantzen Audio 000-7651,"Jantzen Audio 000-7651 | 0,25 mH | 0,16 Ω | 2% | 16 AWG",0.25,0.16,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7651.html,23.45
Jantzen Audio 000-8543,"Jantzen Audio 000-8543 | 0,25 mH | 0,16 Ω | 2% | 16 AWG",0.25,0.16,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8543.html,24.95
Jantzen Audio 000-7305,"Jantzen Audio 000-7305 | 0,25 mH | 0,11 Ω | 2% | 14 AWG",0.25,0.11,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7305.html,30.46
Jantzen Audio 000-8288,"Jantzen Audio 000-8288 | 0,25 mH | 0,12 Ω | 2% | 14 AWG",0.25,0.12,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8288.html,32.45
Jantzen Audio 000-8025,"Jantzen Audio 000-8025 | 0,25 mH | 0,09 Ω | 2% | 12 AWG",0.25,0.09,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8025.html,45.96
Jantzen Audio 000-1728,"Jantzen Audio 000-1728 | 0,26 mH | 0,23 Ω | 3% | 18 AWG",0.26,0.23,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1728.html,7.45
Jantzen Audio 000-1372,"Jantzen Audio 000-1372 | 0,26 mH | 0,26 Ω | 3% | 18 AWG",0.26,0.26,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1372.html,8.45
Jantzen Audio 000-1412,"Jantzen Audio 000-1412 | 0,26 mH | 0,19 Ω | 3% | 17 AWG",0.26,0.19,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1412.html,10.95
Jantzen Audio 000-1414,"Jantzen Audio 000-1414 | 0,26 mH | 0,14 Ω | 3% | 15 AWG",0.26,0.14,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1414.html,13.46
Jantzen Audio 000-0907,"Jantzen Audio 000-0907 | 0,26 mH | 0,09 Ω | 3% | 13 AWG",0.26,0.09,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0907.html,19.44
Dayton Audio LW18-27,Dayton Audio LW18-27 | 0.27 mH | 0.25 Ω | 5% | 18 AWG,0.27,0.25,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw18-27.html,5.95
Jantzen Audio 000-2335,"Jantzen Audio 000-2335 | 0,27 mH | 0,08 Ω | 3% | 17 AWG",0.27,0.08,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2335.html,7.45
Jantzen Audio 000-1635,"Jantzen Audio 000-1635 | 0,27 mH | 0,23 Ω | 3% | 18 AWG",0.27,0.23,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1635.html,7.95
Jantzen Audio 000-1446,"Jantzen Audio 000-1446 | 0,27 mH | 0,26 Ω | 3% | 18 AWG",0.27,0.26,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1446.html,7.95
Jantzen Audio 000-1986,"Jantzen Audio 000-1986 | 0,27 mH | 0,26 Ω | 3% | 18 AWG",0.27,0.26,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1986.html,8.45
Jantzen Audio 000-1208,"Jantzen Audio 000-1208 | 0,27 mH | 0,266 Ω | 3% | 18 AWG",0.27,0.266,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1208.html,8.45
"Mundorf L100-0,27","Mundorf L100-0,27 | 0,27 mH | 0,23 Ω | 2% | 18 AWG",0.27,0.23,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-027.html,8.95
Jantzen Audio 000-1632,"Jantzen Audio 000-1632 | 0,27 mH | 0,16 Ω | 3% | 17 AWG",0.27,0.16,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1632.html,9.45
"Mundorf P100-0,27","Mundorf P100-0,27 | 0,27 mH | 0,13 Ω | 3% | 18 AWG",0.27,0.13,18.0,Air Core,https://www.soundimports.eu/en/mundorf-p100-027.html,9.45
Jantzen Audio 000-1275,"Jantzen Audio 000-1275 | 0,27 mH | 0,134 Ω | 3% | 15 AWG",0.27,0.134,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1275.html,11.45
Intertechnik LUT32/027/10,"Intertechnik LUT32/027/10 | 0,27 mH | 0,29 Ω | 3% | 18 AWG",0.27,0.29,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lut32-027-10.html,11.95
Intertechnik LU44/027/100,"Intertechnik LU44/027/100 | 0,27 mH | 0,27 Ω | 3% | 18 AWG",0.27,0.27,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu44-027-100.html,14.45
Jantzen Audio 000-L-0027,"Jantzen Audio 000-L-0027 | 0,27 mH | 0,16 Ω | 3% | 15 AWG",0.27,0.16,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0027.html,15.95
Jantzen Audio 000-0007,"Jantzen Audio 000-0007 | 0,27 mH | 0,12 Ω | 3% | 14 AWG",0.27,0.12,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0007.html,17.45
Intertechnik LU55/027/140,"Intertechnik LU55/027/140 | 0,27 mH | 0,15 Ω | 3% | 15 AWG",0.27,0.15,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu55-027-140.html,17.94
Jantzen Audio 000-0107,"Jantzen Audio 000-0107 | 0,27 mH | 0,1 Ω | 3% | 13 AWG",0.27,0.1,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0107.html,19.44
Dayton Audio CF16-27,Dayton Audio CF16-27 | 0.27 mH | 0.16 Ω | 3% | 16 AWG,0.27,0.16,16.0,Air Core,https://www.soundimports.eu/en/dayton-audio-cf16-27.html,22.95
"Mundorf CFC16-0,27","Mundorf CFC16-0,27 | 0,27 mH | 0,16 Ω | 2% | 16,5 AWG",0.27,0.16,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-027.html,23.95
Jantzen Audio 000-7657,"Jantzen Audio 000-7657 | 0,27 mH | 0,17 Ω | 2% | 16 AWG",0.27,0.17,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7657.html,23.95
Jantzen Audio 000-8545,"Jantzen Audio 000-8545 | 0,27 mH | 0,17 Ω | 2% | 16 AWG",0.27,0.17,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8545.html,25.45
Jantzen Audio 000-7307,"Jantzen Audio 000-7307 | 0,27 mH | 0,12 Ω | 2% | 14 AWG",0.27,0.12,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7307.html,30.46
Intertechnik LU62/027/200,"Intertechnik LU62/027/200 | 0,27 mH | 0,08 Ω | 3% | 12 AWG",0.27,0.08,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-027-200.html,30.46
Intertechnik TRI55/027/0.50,"Intertechnik TRI55/027/0.50 | 0,27 mH | 0,162 Ω | 1% | 7 x 24 AWG",0.27,0.162,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri55-027-0-50.html,31.96
Jantzen Audio 000-8290,"Jantzen Audio 000-8290 | 0,27 mH | 0,13 Ω | 2% | 14 AWG",0.27,0.13,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8290.html,32.95
"Mundorf CFC14-0,27","Mundorf CFC14-0,27 | 0,27 mH | 0,12 Ω | 2% | 14 AWG",0.27,0.12,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-027.html,33.95
Intertechnik TRI62/027/0.60,"Intertechnik TRI62/027/0.60 | 0,27 mH | 0,13 Ω | 1% | 7 x 23 AWG",0.27,0.13,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri62-027-0-60.html,43.95
Jantzen Audio 000-7030,"Jantzen Audio 000-7030 | 0,27 mH | 0,09 Ω | 2% | 12 AWG",0.27,0.09,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7030.html,45.96
Jantzen Audio 000-8027,"Jantzen Audio 000-8027 | 0,27 mH | 0,09 Ω | 2% | 12 AWG",0.27,0.09,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8027.html,47.44
Jantzen Audio 000-9027,"Jantzen Audio 000-9027 | 0,27 mH | 0,04 Ω | 2% | 8 AWG",0.27,0.04,8.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-9027.html,100.95
Jantzen Audio 000-1340,"Jantzen Audio 000-1340 | 0,28 mH | 0,24 Ω | 3% | 18 AWG",0.28,0.24,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1340.html,8.45
Jantzen Audio 000-1759,"Jantzen Audio 000-1759 | 0,28 mH | 0,19 Ω | 3% | 17 AWG",0.28,0.19,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1759.html,9.95
Jantzen Audio 000-8546,"Jantzen Audio 000-8546 | 0,28 mH | 0,17 Ω | 2% | 16 AWG",0.28,0.17,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8546.html,25.45
Jantzen Audio 000-8028,"Jantzen Audio 000-8028 | 0,28 mH | 0,09 Ω | 2% | 12 AWG",0.28,0.09,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8028.html,45.45
Jantzen Audio 000-1644,"Jantzen Audio 000-1644 | 0,29 mH | 0,23 Ω | 3% | 18 AWG",0.29,0.23,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1644.html,7.95
Jantzen Audio 000-7663,"Jantzen Audio 000-7663 | 0,29 mH | 0,17 Ω | 2% | 16 AWG",0.29,0.17,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7663.html,24.45
Jantzen Audio 000-2144,"Jantzen Audio 000-2144 | 0,30 mH | 0,13 Ω | 3% | 18 AWG",0.3,0.13,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2144.html,6.45
Jantzen Audio 000-1315,"Jantzen Audio 000-1315 | 0,30 mH | 0,26 Ω | 3% | 18 AWG",0.3,0.26,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1315.html,7.95
Jantzen Audio 000-1313,"Jantzen Audio 000-1313 | 0,30 mH | 0,24 Ω | 3% | 18 AWG",0.3,0.24,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1313.html,8.45
Jantzen Audio 000-1027,"Jantzen Audio 000-1027 | 0,30 mH | 0,21 Ω | 3% | 17 AWG",0.3,0.21,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1027.html,9.95
Jantzen Audio 000-1335,"Jantzen Audio 000-1335 | 0,30 mH | 0,18 Ω | 3% | 17 AWG",0.3,0.18,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1335.html,10.45
Jantzen Audio 000-1272,"Jantzen Audio 000-1272 | 0,3 mH | 0,14 Ω | 3% | 15 AWG",0.3,0.14,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1272.html,11.95
Jantzen Audio 000-1163,"Jantzen Audio 000-1163 | 0,30 mH | 0,15 Ω | 3% | 15 AWG",0.3,0.15,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1163.html,12.95
