PartNumber,Description,Value,DCR_Ohm,AWG,Type,URL,Price
Jantzen Audio 000-1045,"Jantzen Audio 000-1045 | 0,15 mH | 0,25 Ω | 3% | 20 AWG",0.15,0.25,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1045.html,4.5
Jantzen Audio 000-1061,"Jantzen Audio 000-1061 | 0,15 mH | 0,30 Ω | 3% | 21 AWG",0.15,0.3,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1061.html,4.5
Jantzen Audio 000-1129,"Jantzen Audio 000-1129 | 0,15 mH | 0,33 Ω | 3% | 22 AWG",0.15,0.33,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1129.html,4.5
Jantzen Audio 000-2386,"Jantzen Audio 000-2386 | 0,15 mH | 0,11 Ω | 3% | 20 AWG",0.15,0.11,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2386.html,4.5
Jantzen Audio 000-1262,"Jantzen Audio 000-1262 | 0,15 mH | 0,283 Ω | 3% | 21 AWG",0.15,0.283,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1262.html,4.5
Jantzen Audio 000-1007,"Jantzen Audio 000-1007 | 0,15 mH | 0,31 Ω | 3% | 21 AWG",0.15,0.31,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1007.html,4.5
Jantzen Audio 000-1146,"Jantzen Audio 000-1146 | 0,15 mH | 0,29 Ω | 3% | 21 AWG",0.15,0.29,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1146.html,4.92
Jantzen Audio 000-1051,"Jantzen Audio 000-1051 | 0,15 mH | 0,16 Ω | 3% | 18 AWG",0.15,0.16,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1051.html,5.33
Jantzen Audio 000-2207,"Jantzen Audio 000-2207 | 0,15 mH | 0,06 Ω | 3% | 17 AWG",0.15,0.06,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2207.html,5.33
Intertechnik LU32/015/071,"Intertechnik LU32/015/071 | 0,15 mH | 0,32 Ω | 3% | 21 AWG",0.15,0.32,21.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu32-015-071.html,5.33
Jantzen Audio 000-1236,"Jantzen Audio 000-1236 | 0,15 mH | 0,16 Ω | 3% | 18 AWG",0.15,0.16,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1236.html,5.33
Jantzen Audio 000-1130,"Jantzen Audio 000-1130 | 0,15 mH | 0,16 Ω | 3% | 18 AWG",0.15,0.16,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1130.html,5.74
Intertechnik LU25/015/050,"Intertechnik LU25/015/050 | 0,15 mH | 0,49 Ω | 3% | 24 AWG",0.15,0.49,24.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu25-015-050.html,5.74
Jantzen Audio 000-1206,"Jantzen Audio 000-1206 | 0,15 mH | 0,19 Ω | 3% | 18 AWG",0.15,0.19,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1206.html,6.16
"Mundorf L100-0,15","Mundorf L100-0,15 | 0,15 mH | 0,17 Ω | 2% | 18 AWG",0.15,0.17,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-015.html,6.57
Jantzen Audio 000-1092,"Jantzen Audio 000-1092 | 0,15 mH | 0,12 Ω | 3% | 17 AWG",0.15,0.12,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1092.html,6.98
Jantzen Audio 000-1688,"Jantzen Audio 000-1688 | 0,15 mH | 0,105 Ω | 3% | 15 AWG",0.15,0.105,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1688.html,8.22
Intertechnik LUT32/015/10,"Intertechnik LUT32/015/10 | 0,15 mH | 0,21 Ω | 3% | 18 AWG",0.15,0.21,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lut32-015-10.html,8.64
Jantzen Audio 000-1485,"Jantzen Audio 000-1485 | 0,15 mH | 0,1 Ω | 3% | 15 AWG",0.15,0.1,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1485.html,9.05
Jantzen Audio 000-L-0015,"Jantzen Audio 000-L-0015 | 0,15 mH | 0,12 Ω | 3% | 15 AWG",0.15,0.12,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0015.html,9.88
Jantzen Audio 000-0004,"Jantzen Audio 000-0004 | 0,15 mH | 0,084 Ω | 3% | 14 AWG",0.15,0.084,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0004.html,10.29
Intertechnik LU44/015/100,"Intertechnik LU44/015/100 | 0,15 mH | 0,17 Ω | 3% | 18 AWG",0.15,0.17,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu44-015-100.html,10.7
Intertechnik LU55/015/140,"Intertechnik LU55/015/140 | 0,15 mH | 0,10 Ω | 3% | 15 AWG",0.15,0.1,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu55-015-140.html,12.36
Dayton Audio LW14-15,Dayton Audio LW14-15 | 0.15 mH | 0.08 Ω | 3% | 14 AWG,0.15,0.08,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw14-15.html,14.01
"Mundorf CFC16-0,15","Mundorf CFC16-0,15 | 0,15 mH | 0,12 Ω | 2% | 16,5 AWG",0.15,0.12,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-015.html,16.49
Intertechnik CO30/015/090,"Intertechnik CO30/015/090 | 0,15 mH | 0,12 Ω | 5% | 19 AWG",0.15,0.12,19.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-co30-015-090.html,16.9
Jantzen Audio 000-7630,"Jantzen Audio 000-7630 | 0,15 mH | 0,12 Ω | 2% | 16 AWG",0.15,0.12,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7630.html,16.9
Jantzen Audio 000-8530,"Jantzen Audio 000-8530 | 0,15 mH | 0,12 Ω | 2% | 16 AWG",0.15,0.12,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8530.html,17.73
Intertechnik TRI55/015/0.50,"Intertechnik TRI55/015/0.50 | 0,15 mH | 0,116 Ω | 1% | 7 x 24 AWG",0.15,0.116,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri55-015-0-50.html,18.14
Intertechnik LU62/015/100,"Intertechnik LU62/015/100 | 0,15 mH | 0,06 Ω | 3% | 18 AWG",0.15,0.06,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-015-100.html,19.79
Jantzen Audio 000-7295,"Jantzen Audio 000-7295 | 0,15 mH | 0,09 Ω | 2% | 14 AWG",0.15,0.09,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7295.html,21.45
Jantzen Audio 000-8275,"Jantzen Audio 000-8275 | 0,15 mH | 0,09 Ω | 2% | 14 AWG",0.15,0.09,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8275.html,22.69
"Mundorf CFC14-0,15","Mundorf CFC14-0,15 | 0,15 mH | 0,09 Ω | 2% | 14 AWG",0.15,0.09,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-015.html,23.1
Jantzen Audio 000-8015,"Jantzen Audio 000-8015 | 0,15 mH | 0,07 Ω | 2% | 12 AWG",0.15,0.07,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8015.html,31.36
Jantzen Audio 000-9015,"Jantzen Audio 000-9015 | 0,15 mH | 0,03 Ω | 2% | 8 AWG",0.15,0.03,8.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-9015.html,61.94
Jantzen Audio 000-1008,"Jantzen Audio 000-1008 | 0,16 mH | 0,85 Ω | 3% | 26 AWG",0.16,0.85,26.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1008.html,4.09
Jantzen Audio 000-1684,"Jantzen Audio 000-1684 | 0,16 mH | 0,29 Ω | 3% | 21 AWG",0.16,0.29,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1684.html,4.5
Jantzen Audio 000-1817,"Jantzen Audio 000-1817 | 0,16 mH | 0,24 Ω | 3% | 20 AWG",0.16,0.24,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1817.html,4.5
Jantzen Audio 000-1627,"Jantzen Audio 000-1627 | 0,16 mH | 0,18 Ω | 3% | 18 AWG",0.16,0.18,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1627.html,5.33
Jantzen Audio 000-0952,"Jantzen Audio 000-0952 | 0,16 mH | 0,12 Ω | 3% | 17 AWG",0.16,0.12,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0952.html,6.98
Jantzen Audio 000-L-0016,"Jantzen Audio 000-L-0016 | 0,16 mH | 0,12 Ω | 3% | 15 AWG",0.16,0.12,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0016.html,10.29
Jantzen Audio 000-7632,"Jantzen Audio 000-7632 | 0,16 mH | 0,13 Ω | 2% | 16 AWG",0.16,0.13,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7632.html,16.9
Jantzen Audio 000-8016,"Jantzen Audio 000-8016 | 0,16 mH | 0,07 Ω | 2% | 12 AWG",0.16,0.07,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8016.html,32.19
Jantzen Audio 000-0822,"Jantzen Audio 000-0822 | 0,17 mH | 0,18 Ω | 3% | 18 AWG",0.17,0.18,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0822.html,5.74
Jantzen Audio 000-1049,"Jantzen Audio 000-1049 | 0,17 mH | 0,11 Ω | 3% | 15 AWG",0.17,0.11,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1049.html,8.64
Jantzen Audio 000-8017,"Jantzen Audio 000-8017 | 0,17 mH | 0,07 Ω | 2% | 12 AWG",0.17,0.07,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8017.html,32.6
Jantzen Audio 000-1820,"Jantzen Audio 000-1820 | 0,18 mH | 0,55 Ω | 3% | 24 AWG",0.18,0.55,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1820.html,3.68
Jantzen Audio 000-1475,"Jantzen Audio 000-1475 | 0,18 mH | 1,35 Ω | 3% | 29 AWG",0.18,1.35,29.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1475.html,4.09
Jantzen Audio 000-1819,"Jantzen Audio 000-1819 | 0,18 mH | 0,90 Ω | 3% | 26 AWG",0.18,0.9,26.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1819.html,4.09
Jantzen Audio 000-1072,"Jantzen Audio 000-1072 | 0,18 mH | 0,33 Ω | 3% | 21 AWG",0.18,0.33,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1072.html,4.5
Jantzen Audio 000-1091,"Jantzen Audio 000-1091 | 0,18 mH | 0,42 Ω | 3% | 22 AWG",0.18,0.42,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1091.html,4.5
Jantzen Audio 000-1291,"Jantzen Audio 000-1291 | 0,18 mH | 0,321 Ω | 3% | 21 AWG",0.18,0.321,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1291.html,4.5
Jantzen Audio 000-1818,"Jantzen Audio 000-1818 | 0,18 mH | 0,25 Ω | 3% | 20 AWG",0.18,0.25,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1818.html,4.5
Jantzen Audio 000-1741,"Jantzen Audio 000-1741 | 0,18 mH | 0,85 Ω | 3% | 24 AWG",0.18,0.85,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1741.html,4.5
Jantzen Audio 000-1488,"Jantzen Audio 000-1488 | 0,18 mH | 0,382 Ω | 3% | 22 AWG",0.18,0.382,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1488.html,4.5
Jantzen Audio 000-1066,"Jantzen Audio 000-1066 | 0,18 mH | 0,27 Ω | 3% | 20 AWG",0.18,0.27,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1066.html,4.92
Jantzen Audio 000-1421,"Jantzen Audio 000-1421 | 0,18 mH | 0,43 Ω | 3% | 21 AWG",0.18,0.43,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1421.html,4.92
Jantzen Audio 000-2406,"Jantzen Audio 000-2406 | 0,18 mH | 0,13 Ω | 3% | 20 AWG",0.18,0.13,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2406.html,4.92
Intertechnik LU32/018/071,"Intertechnik LU32/018/071 | 0,18 mH | 0,35 Ω | 3% | 21 AWG",0.18,0.35,21.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu32-018-071.html,5.33
Intertechnik LU25/018/050,"Intertechnik LU25/018/050 | 0,18 mH | 0,55 Ω | 3% | 24 AWG",0.18,0.55,24.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu25-018-050.html,5.74
Jantzen Audio 000-1277,"Jantzen Audio 000-1277 | 0,18 mH | 0,18 Ω | 3% | 18 AWG",0.18,0.18,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1277.html,5.74
Jantzen Audio 000-1010,"Jantzen Audio 000-1010 | 0,18 mH | 0,18 Ω | 3% | 18 AWG",0.18,0.18,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1010.html,5.74
Jantzen Audio 000-1289,"Jantzen Audio 000-1289 | 0,18 mH | 0,2 Ω | 3% | 18 AWG",0.18,0.2,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1289.html,6.16
Jantzen Audio 000-1207,"Jantzen Audio 000-1207 | 0,18 mH | 0,21 Ω | 3% | 18 AWG",0.18,0.21,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1207.html,6.16
"Mundorf L100-0,18","Mundorf L100-0,18 | 0,18 mH | 0,19 Ω | 2% | 18 AWG",0.18,0.19,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-018.html,6.57
Jantzen Audio 000-1937,"Jantzen Audio 000-1937 | 0,18 mH | 0,14 Ω | 3% | 17 AWG",0.18,0.14,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1937.html,6.98
Jantzen Audio 000-1273,"Jantzen Audio 000-1273 | 0,18 mH | 0,105 Ω | 3% | 15 AWG",0.18,0.105,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1273.html,8.22
Intertechnik LUT32/018/10,"Intertechnik LUT32/018/10 | 0,18 mH | 0,23 Ω | 3% | 18 AWG",0.18,0.23,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lut32-018-10.html,8.64
Intertechnik LU44/018/100,"Intertechnik LU44/018/100 | 0,18 mH | 0,22 Ω | 3% | 18 AWG",0.18,0.22,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu44-018-100.html,10.29
Jantzen Audio 000-0005,"Jantzen Audio 000-0005 | 0,18 mH | 0,09 Ω | 3% | 14 AWG",0.18,0.09,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0005.html,11.94
Intertechnik LU55/018/140,"Intertechnik LU55/018/140 | 0,18 mH | 0,11 Ω | 3% | 15 AWG",0.18,0.11,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu55-018-140.html,13.18
Jantzen Audio 000-0105,"Jantzen Audio 000-0105 | 0,18 mH | 0,08 Ω | 3% | 13 AWG",0.18,0.08,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0105.html,14.42
"Mundorf CFC16-0,18","Mundorf CFC16-0,18 | 0,18 mH | 0,13 Ω | 2% | 16,5 AWG",0.18,0.13,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-018.html,17.31
Jantzen Audio 000-7636,"Jantzen Audio 000-7636 | 0,18 mH | 0,13 Ω | 2% | 16 AWG",0.18,0.13,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7636.html,17.73
Intertechnik CO30/018/090,"Intertechnik CO30/018/090 | 0,18 mH | 0,13 Ω | 5% | 19 AWG",0.18,0.13,19.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-co30-018-090.html,17.73
Jantzen Audio 000-8535,"Jantzen Audio 000-8535 | 0,18 mH | 0,14 Ω | 2% | 16 AWG",0.18,0.14,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8535.html,18.55
Intertechnik TRI55/018/0.50,"Intertechnik TRI55/018/0.50 | 0,18 mH | 0,13 Ω | 1% | 7 x 24 AWG",0.18,0.13,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri55-018-0-50.html,19.79
Intertechnik LU62/018/200,"Intertechnik LU62/018/200 | 0,18 mH | 0,07 Ω | 3% | 12 AWG",0.18,0.07,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-018-200.html,21.03
Jantzen Audio 000-7298,"Jantzen Audio 000-7298 | 0,18 mH | 0,10 Ω | 2% | 14 AWG",0.18,0.1,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7298.html,22.69
Jantzen Audio 000-8280,"Jantzen Audio 000-8280 | 0,18 mH | 0,10 Ω | 2% | 14 AWG",0.18,0.1,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8280.html,23.93
"Mundorf CFC14-0,18","Mundorf CFC14-0,18 | 0,18 mH | 0,10 Ω | 2% | 14 AWG",0.18,0.1,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-018.html,24.75
Jantzen Audio 000-7018,"Jantzen Audio 000-7018 | 0,18 mH | 0,07 Ω | 2% | 12 AWG",0.18,0.07,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7018.html,33.02
Jantzen Audio 000-1597,"Jantzen Audio 000-1597 | 0,19 mH | 0,29 Ω | 3% | 20 AWG",0.19,0.29,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1597.html,4.92
Jantzen Audio 000-1763,"Jantzen Audio 000-1763 | 0,19 mH | 0,209 Ω | 3% | 18 AWG",0.19,0.209,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1763.html,6.16
Jantzen Audio 000-7639,"Jantzen Audio 000-7639 | 0,195 mH | 0,13 Ω | 2% | 16 AWG",0.195,0.13,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7639.html,17.73
Dayton Audio AC20-20,Dayton Audio AC20-20 | 0.20 mH | 0.29 Ω | 5% | 20 AWG,0.2,0.29,20.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ac20-20.html,3.43
Jantzen Audio 000-1073,"Jantzen Audio 000-1073 | 0,2 mH | 0,59 Ω | 3% | 24 AWG",0.2,0.59,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1073.html,3.68
Jantzen Audio 000-1011,"Jantzen Audio 000-1011 | 0,20 mH | 0,70 Ω | 3% | 24 AWG",0.2,0.7,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1011.html,4.09
Jantzen Audio 000-1823,"Jantzen Audio 000-1823 | 0,2 mH | 0,95 Ω | 3% | 26 AWG",0.2,0.95,26.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1823.html,4.09
Dayton Audio LW18-20,Dayton Audio LW18-20 | 0.20 mH | 0.21 Ω | 5% | 18 AWG,0.2,0.21,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw18-20.html,4.5
Jantzen Audio 000-1824,"Jantzen Audio 000-1824 | 0,20 mH | 0,29 Ω | 3% | 20 AWG",0.2,0.29,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1824.html,4.5
Jantzen Audio 000-1462,"Jantzen Audio 000-1462 | 0,20 mH | 0,42 Ω | 3% | 22 AWG",0.2,0.42,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1462.html,4.5
Jantzen Audio 000-1101,"Jantzen Audio 000-1101 | 0,20 mH | 0,35 Ω | 3% | 21 AWG",0.2,0.35,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1101.html,4.5
Jantzen Audio 000-1147,"Jantzen Audio 000-1147 | 0,20 mH | 0,35 Ω | 3% | 21 AWG",0.2,0.35,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1147.html,4.5
Jantzen Audio 000-1100,"Jantzen Audio 000-1100 | 0,20 mH | 0,35 Ω | 3% | 21 AWG",0.2,0.35,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1100.html,4.5
Jantzen Audio 000-2364,"Jantzen Audio 000-2364 | 0,20 mH | 0,33 Ω | 3% | 24 AWG",0.2,0.33,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2364.html,4.5
Jantzen Audio 000-2046,"Jantzen Audio 000-2046 | 0,20 mH | 0,14 Ω | 3% | 20 AWG",0.2,0.14,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2046.html,4.5
Jantzen Audio 000-1109,"Jantzen Audio 000-1109 | 0,20 mH | 0,29 Ω | 3% | 20 AWG",0.2,0.29,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1109.html,4.92
Jantzen Audio 000-2179,"Jantzen Audio 000-2179 | 0,20 mH | 0,10 Ω | 3% | 18 AWG",0.2,0.1,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2179.html,5.33
Jantzen Audio 000-1276,"Jantzen Audio 000-1276 | 0,2 mH | 0,2 Ω | 3% | 18 AWG",0.2,0.2,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1276.html,5.74
Jantzen Audio 000-1822,"Jantzen Audio 000-1822 | 0,20 mH | 0,20 Ω | 3% | 18 AWG",0.2,0.2,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1822.html,6.16
Jantzen Audio 000-1357,"Jantzen Audio 000-1357 | 0,20 mH | 0,21 Ω | 3% | 18 AWG",0.2,0.21,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1357.html,6.16
Jantzen Audio 000-1985,"Jantzen Audio 000-1985 | 0,20 mH | 0,22 Ω | 3% | 18 AWG",0.2,0.22,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1985.html,6.16
Jantzen Audio 000-1606,"Jantzen Audio 000-1606 | 0,2 mH | 0,12 Ω | 3% | 15 AWG",0.2,0.12,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1606.html,8.22
Jantzen Audio 000-1600,"Jantzen Audio 000-1600 | 0,20 mH | 0,15 Ω | 3% | 17 AWG",0.2,0.15,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1600.html,8.22
Jantzen Audio 000-1507,"Jantzen Audio 000-1507 | 0,20 mH | 0,13 Ω | 3% | 15 AWG",0.2,0.13,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1507.html,9.88
Jantzen Audio 000-L-0020,"Jantzen Audio 000-L-0020 | 0,2 mH | 0,15 Ω | 3% | 15 AWG",0.2,0.15,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0020.html,11.53
Dayton Audio LW14-20,Dayton Audio LW14-20 | 0.20 mH | 0.10 Ω | 3% | 14 AWG,0.2,0.1,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw14-20.html,12.77
Jantzen Audio 000-0057,"Jantzen Audio 000-0057 | 0,20 mH | 0,10 Ω | 3% | 14 AWG",0.2,0.1,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0057.html,12.77
Jantzen Audio 000-0139,"Jantzen Audio 000-0139 | 0,20 mH | 0,08 Ω | 3% | 13 AWG",0.2,0.08,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0139.html,15.25
Dayton Audio CF16-20,Dayton Audio CF16-20 | 0.20 mH | 0.14 Ω | 3% | 16 AWG,0.2,0.14,16.0,Air Core,https://www.soundimports.eu/en/dayton-audio-cf16-20.html,16.49
Jantzen Audio 000-7640,"Jantzen Audio 000-7640 | 0,20 mH | 0,14 Ω | 2% | 16 AWG",0.2,0.14,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7640.html,18.14
Jantzen Audio 000-8537,"Jantzen Audio 000-8537 | 0,20 mH | 0,15 Ω | 2% | 16 AWG",0.2,0.15,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8537.html,18.97
Jantzen Audio 000-7300,"Jantzen Audio 000-7300 | 0,20 mH | 0,10 Ω | 2% | 14 AWG",0.2,0.1,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7300.html,22.69
Jantzen Audio 000-7020,"Jantzen Audio 000-7020 | 0,20 mH | 0,08 Ω | 2% | 12 AWG",0.2,0.08,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7020.html,33.84
Jantzen Audio 000-8020,"Jantzen Audio 000-8020 | 0,20 mH | 0,08 Ω | 2% | 12 AWG",0.2,0.08,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8020.html,35.08
Jantzen Audio 000-9020,"Jantzen Audio 000-9020 | 0,20 mH | 0,03 Ω | 2% | 8 AWG",0.2,0.03,8.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-9020.html,71.86
Jantzen Audio 000-1074,"Jantzen Audio 000-1074 | 0,21 mH | 0,605 Ω | 3% | 24 AWG",0.21,0.605,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1074.html,3.68
Jantzen Audio 000-1686,"Jantzen Audio 000-1686 | 0,21 mH | 0,37 Ω | 3% | 21 AWG",0.21,0.37,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1686.html,4.5
Jantzen Audio 000-2190,"Jantzen Audio 000-2190 | 0,21 mH | 0,18 Ω | 3% | 21 AWG",0.21,0.18,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2190.html,4.5
Jantzen Audio 000-1086,"Jantzen Audio 000-1086 | 0,21 mH | 0,295 Ω | 3% | 20 AWG",0.21,0.295,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1086.html,4.92
Jantzen Audio 000-0100,"Jantzen Audio 000-0100 | 0,21 mH | 0,08 Ω | 3% | 13 AWG",0.21,0.08,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0100.html,14.42
Jantzen Audio 000-8539,"Jantzen Audio 000-8539 | 0,21 mH | 0,15 Ω | 2% | 16 AWG",0.21,0.15,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8539.html,19.38
Jantzen Audio 000-1826,"Jantzen Audio 000-1826 | 0,22 mH | 0,61 Ω | 3% | 24 AWG",0.22,0.61,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1826.html,3.68
Jantzen Audio 000-1323,"Jantzen Audio 000-1323 | 0,22 mH | 0,64 Ω | 3% | 24 AWG",0.22,0.64,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1323.html,3.68
Jantzen Audio 000-1912,"Jantzen Audio 000-1912 | 0,22 mH | 0,88 Ω | 3% | 26 AWG",0.22,0.88,26.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1912.html,4.09
Jantzen Audio 000-1263,"Jantzen Audio 000-1263 | 0,22 mH | 0,34 Ω | 3% | 21 AWG",0.22,0.34,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1263.html,4.5
Jantzen Audio 000-1915,"Jantzen Audio 000-1915 | 0,22 mH | 0,50 Ω | 3% | 22 AWG",0.22,0.5,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1915.html,4.5
