PartNumber,Description,Value,Power_W,Tolerance_pct,URL,Price
Intertechnik WAX5/1.00/5,"Intertechnik WAX5/1.00/5 | 1,00 Ω | 5 W | 5%",1.0,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-1-00-5.html,0.82
Intertechnik MOX04/1.0,"Intertechnik MOX04/1.0 | 1,00 Ω | 4 W | 2%",1.0,4.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox04-1-0.html,0.98
Jantzen Audio 002-0403,"Jantzen Audio 002-0403 | 1,0 Ω | 10 W | 5%",1.0,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0403.html,1.23
Intertechnik WAX10/1.00/5,"Intertechnik WAX10/1.00/5 | 1,00 Ω | 10 W | 5%",1.0,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-1-00-5.html,1.23
Jantzen Audio 002-0880,"Jantzen Audio 002-0880 | 1,0 Ω | 20 W | 5%",1.0,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0880.html,1.23
"Mundorf MR5-1,00","Mundorf MR5-1,00 | 1,00 Ω | 5 W | 2%",1.0,5.0,2.0,https://www.soundimports.eu/en/mundorf-mr5-100.html,1.64
Dayton Audio DNR-1.0,Dayton Audio DNR-1.0 | 1.0 Ω | 10 W | 2%,1.0,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-1-0.html,1.64
Jantzen Audio 002-0034,"Jantzen Audio 002-0034 | 1,0 Ω | 5 W | 1%",1.0,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0034.html,1.64
Intertechnik WAX20/1.00/5,"Intertechnik WAX20/1.00/5 | 1,00 Ω | 20 W | 5%",1.0,20.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax20-1-00-5.html,1.86
Dayton Audio DPR10-1.0,Dayton Audio DPR10-1.0 | 1.0 Ω | 10 W | 1%,1.0,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-1.html,2.47
Intertechnik MOX10/1.0,"Intertechnik MOX10/1.0 | 1,00 Ω | 10 W | 2%",1.0,10.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox10-1-0.html,2.47
Monacor LSR-10/20,"Monacor LSR-10/20 | 1,0 Ω | 20 W | 5%",1.0,20.0,5.0,https://www.soundimports.eu/en/monacor-lsr-10-20.html,2.69
"Mundorf MR10-1,00","Mundorf MR10-1,00 | 1,00 Ω | 10 W | 2%",1.0,10.0,2.0,https://www.soundimports.eu/en/mundorf-mr10-100.html,2.88
Intertechnik ME100,"Intertechnik ME100 | 1,00 Ω | 6 W | 1%",1.0,6.0,1.0,https://www.soundimports.eu/en/it-intertechnik-me100.html,4.34
Jantzen Audio 002-0151,"Jantzen Audio 002-0151 | 1,00 Ω | 10 W | 1%",1.0,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0151.html,5.33
Dayton Audio DPR20-1.0,Dayton Audio DPR20-1.0 | 1.0 Ω | 20 W | 1%,1.0,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-1.html,5.74
"Mundorf MRES20-1,00","Mundorf MRES20-1,00 | 1,00 Ω | 20 W | 2%",1.0,20.0,2.0,https://www.soundimports.eu/en/mundorf-mres20-100.html,20.62
"Mundorf MREU30-1,0T1C","Mundorf MREU30-1,0T1C | 1,00 Ω | 3/30 W | 1%",1.0,3.0,1.0,https://www.soundimports.eu/en/mundorf-mreu30-1-0t1c.html,31.36
Intertechnik MEF3/1.0,"Intertechnik MEF3/1.0 | 1,00 Ω | 3 W | 1%",1.0,3.0,1.0,https://www.soundimports.eu/en/it-intertechnik-mef3-1-0.html,41.28
Jantzen Audio 002-0271,"Jantzen Audio 002-0271 | 1,1 Ω | 5 W | 5%",1.1,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0271.html,0.82
Jantzen Audio 002-0406,"Jantzen Audio 002-0406 | 1,1 Ω | 10 W | 5%",1.1,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0406.html,1.23
Jantzen Audio 002-0037,"Jantzen Audio 002-0037 | 1,1 Ω | 5 W | 1%",1.1,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0037.html,1.64
Jantzen Audio 002-0154,"Jantzen Audio 002-0154 | 1,1 Ω | 10 W | 1%",1.1,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0154.html,5.33
Jantzen Audio 002-0736,"Jantzen Audio 002-0736 | 1,2 Ω | 10 W | 5%",1.2,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0736.html,0.82
Intertechnik WAX5/1.20/5,"Intertechnik WAX5/1.20/5 | 1,20 Ω | 5 W | 5%",1.2,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-1-20-5.html,0.82
Jantzen Audio 002-0565,"Jantzen Audio 002-0565 | 1,2 Ω | 5 W | 5%",1.2,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0565.html,0.82
Jantzen Audio 002-0274,"Jantzen Audio 002-0274 | 1,2 Ω | 5 W | 5%",1.2,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0274.html,0.82
Intertechnik MOX04/1.2,"Intertechnik MOX04/1.2 | 1,20 Ω | 4 W | 2%",1.2,4.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox04-1-2.html,0.98
Jantzen Audio 002-0409,"Jantzen Audio 002-0409 | 1,2 Ω | 10 W | 5%",1.2,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0409.html,1.23
Jantzen Audio 002-0886,"Jantzen Audio 002-0886 | 1,2 Ω | 20 W | 5%",1.2,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0886.html,1.23
Intertechnik WAX10/1.20/5,"Intertechnik WAX10/1.20/5 | 1,20 Ω | 10 W | 5%",1.2,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-1-20-5.html,1.23
Jantzen Audio 002-0040,"Jantzen Audio 002-0040 | 1,2 Ω | 5 W | 1%",1.2,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0040.html,1.64
"Mundorf MR5-1,20","Mundorf MR5-1,20 | 1,20 Ω | 5 W | 2%",1.2,5.0,2.0,https://www.soundimports.eu/en/mundorf-mr5-120.html,1.64
Dayton Audio DNR-1.2,Dayton Audio DNR-1.2 | 1.2 Ω | 10 W | 2%,1.2,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-12.html,1.64
Intertechnik WAX20/1.20/5,"Intertechnik WAX20/1.20/5 | 1,20 Ω | 20 W | 5%",1.2,20.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax20-1-20-5.html,1.86
Dayton Audio DPR10-1.2,Dayton Audio DPR10-1.2 | 1.2 Ω | 10 W | 1%,1.2,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-12.html,2.47
Intertechnik MOX10/1.2,"Intertechnik MOX10/1.2 | 1,20 Ω | 10 W | 2%",1.2,10.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox10-1-2.html,2.47
Monacor LSR-12/20,"Monacor LSR-12/20 | 1,2 Ω | 20 W | 5%",1.2,20.0,5.0,https://www.soundimports.eu/en/monacor-lsr-12-20.html,2.69
"Mundorf MR10-1,20","Mundorf MR10-1,20 | 1,20 Ω | 10 W | 2%",1.2,10.0,2.0,https://www.soundimports.eu/en/mundorf-mr10-120.html,2.88
Jantzen Audio 002-0157,"Jantzen Audio 002-0157 | 1,2 Ω | 10 W | 1%",1.2,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0157.html,5.33
Dayton Audio DPR20-1.2,Dayton Audio DPR20-1.2 | 1.2 Ω | 20 W | 1%,1.2,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-12.html,5.74
"Mundorf MRES20-1,20","Mundorf MRES20-1,20 | 1,20 Ω | 20 W | 2%",1.2,20.0,2.0,https://www.soundimports.eu/en/mundorf-mres20-120.html,20.62
"Mundorf MREU30-1,2T1C","Mundorf MREU30-1,2T1C | 1,20 Ω | 3/30 W | 1%",1.2,3.0,1.0,https://www.soundimports.eu/en/mundorf-mreu30-1-2t1c.html,31.36
Jantzen Audio 002-0568,"Jantzen Audio 002-0568 | 1,3 Ω | 5 W | 5%",1.3,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0568.html,0.82
Jantzen Audio 002-0739,"Jantzen Audio 002-0739 | 1,3 Ω | 10 W | 5%",1.3,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0739.html,0.82
Jantzen Audio 002-0412,"Jantzen Audio 002-0412 | 1,3 Ω | 10 W | 5%",1.3,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0412.html,1.23
Jantzen Audio 002-0889,"Jantzen Audio 002-0889 | 1,3 Ω | 20 W | 5%",1.3,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0889.html,1.23
Jantzen Audio 002-0043,"Jantzen Audio 002-0043 | 1,3 Ω | 5 W | 1%",1.3,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0043.html,1.64
Jantzen Audio 002-0160,"Jantzen Audio 002-0160 | 1,3 Ω | 10 W | 1%",1.3,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0160.html,5.33
Jantzen Audio 002-0742,"Jantzen Audio 002-0742 | 1,5 Ω | 10 W | 5%",1.5,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0742.html,0.82
Jantzen Audio 002-0280,"Jantzen Audio 002-0280 | 1,5 Ω | 5 W | 5%",1.5,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0280.html,0.82
Jantzen Audio 002-0571,"Jantzen Audio 002-0571 | 1,5 Ω | 5 W | 5%",1.5,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0571.html,0.82
Intertechnik WAX5/1.50/5,"Intertechnik WAX5/1.50/5 | 1,50 Ω | 5 W | 5%",1.5,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-1-50-5.html,0.82
Intertechnik MOX04/1.5,"Intertechnik MOX04/1.5 | 1,50 Ω | 4 W | 2%",1.5,4.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox04-1-5.html,0.98
Jantzen Audio 002-0415,"Jantzen Audio 002-0415 | 1,5 Ω | 10 W | 5%",1.5,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0415.html,1.23
Jantzen Audio 002-0892,"Jantzen Audio 002-0892 | 1,5 Ω | 20 W | 5%",1.5,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0892.html,1.23
Intertechnik WAX10/1.50/5,"Intertechnik WAX10/1.50/5 | 1,50 Ω | 10 W | 5%",1.5,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-1-50-5.html,1.23
"Mundorf MR5-1,50","Mundorf MR5-1,50 | 1,50 Ω | 5 W | 2%",1.5,5.0,2.0,https://www.soundimports.eu/en/mundorf-mr5-150.html,1.64
Dayton Audio DNR-1.5,Dayton Audio DNR-1.5 | 1.5 Ω | 10 W | 2%,1.5,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-15.html,1.64
Jantzen Audio 002-0046,"Jantzen Audio 002-0046 | 1,5 Ω | 5 W | 1%",1.5,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0046.html,1.64
Intertechnik WAX20/1.50/5,"Intertechnik WAX20/1.50/5 | 1,50 Ω | 20 W | 5%",1.5,20.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax20-1-50-5.html,1.86
Intertechnik MOX10/1.5,"Intertechnik MOX10/1.5 | 1,50 Ω | 10 W | 2%",1.5,10.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox10-1-5.html,2.47
Dayton Audio DPR10-1.5,Dayton Audio DPR10-1.5 | 1.5 Ω | 10 W | 1%,1.5,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-15.html,2.47
Monacor LSR-15/20,"Monacor LSR-15/20 | 1,5 Ω | 20 W | 5%",1.5,20.0,5.0,https://www.soundimports.eu/en/monacor-lsr-15-20.html,2.85
"Mundorf MR10-1,50","Mundorf MR10-1,50 | 1,50 Ω | 10 W | 2%",1.5,10.0,2.0,https://www.soundimports.eu/en/mundorf-mr10-150.html,2.88
Intertechnik ME150,"Intertechnik ME150 | 1,50 Ω | 6 W | 1%",1.5,6.0,1.0,https://www.soundimports.eu/en/it-intertechnik-me150.html,4.34
Jantzen Audio 002-0163,"Jantzen Audio 002-0163 | 1,50 Ω | 10 W | 1%",1.5,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0163.html,5.33
Dayton Audio DPR20-1.5,Dayton Audio DPR20-1.5 | 1.5 Ω | 20 W | 1%,1.5,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-15.html,5.74
"Mundorf MRES20-1,50","Mundorf MRES20-1,50 | 1,50 Ω | 20 W | 2%",1.5,20.0,2.0,https://www.soundimports.eu/en/mundorf-mres20-150.html,20.62
"Mundorf MREU30-1,5T1C","Mundorf MREU30-1,5T1C | 1,50 Ω | 3/30 W | 1%",1.5,3.0,1.0,https://www.soundimports.eu/en/mundorf-mreu30-1-5t1c.html,31.36
Intertechnik MEF3/1.5,"Intertechnik MEF3/1.5 | 1,50 Ω | 3 W | 1%",1.5,3.0,1.0,https://www.soundimports.eu/en/it-intertechnik-mef3-1-5.html,41.28
Jantzen Audio 002-0418,"Jantzen Audio 002-0418 | 1,6 Ω | 10 W | 5%",1.6,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0418.html,1.23
Jantzen Audio 002-0049,"Jantzen Audio 002-0049 | 1,6 Ω | 5 W | 1%",1.6,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0049.html,1.64
Jantzen Audio 002-0166,"Jantzen Audio 002-0166 | 1,6 Ω | 10 W | 1%",1.6,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0166.html,5.33
Jantzen Audio 002-0748,"Jantzen Audio 002-0748 | 1,8 Ω | 10 W | 5%",1.8,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0748.html,0.82
Jantzen Audio 002-0577,"Jantzen Audio 002-0577 | 1,8 Ω | 5 W | 5%",1.8,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0577.html,0.82
Jantzen Audio 002-0286,"Jantzen Audio 002-0286 | 1,8 Ω | 5 W | 5%",1.8,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0286.html,0.82
Intertechnik WAX5/1.80/5,"Intertechnik WAX5/1.80/5 | 1,80 Ω | 5 W | 5%",1.8,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-1-80-5.html,0.82
Intertechnik MOX04/1.8,"Intertechnik MOX04/1.8 | 1,80 Ω | 4 W | 2%",1.8,4.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox04-1-8.html,0.98
Intertechnik WAX10/1.80/5,"Intertechnik WAX10/1.80/5 | 1,80 Ω | 10 W | 5%",1.8,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-1-80-5.html,1.23
Jantzen Audio 002-0898,"Jantzen Audio 002-0898 | 1,8 Ω | 20 W | 5%",1.8,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0898.html,1.23
Jantzen Audio 002-0421,"Jantzen Audio 002-0421 | 1,8 Ω | 10 W | 5%",1.8,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0421.html,1.23
"Mundorf MR5-1,80","Mundorf MR5-1,80 | 1,80 Ω | 5 W | 2%",1.8,5.0,2.0,https://www.soundimports.eu/en/mundorf-mr5-180.html,1.64
Jantzen Audio 002-0052,"Jantzen Audio 002-0052 | 1,80 Ω | 5 W | 1%",1.8,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0052.html,1.64
Intertechnik WAX20/1.80/5,"Intertechnik WAX20/1.80/5 | 1,80 Ω | 20 W | 5%",1.8,20.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax20-1-80-5.html,1.86
Intertechnik MOX10/1.8,"Intertechnik MOX10/1.8 | 1,80 Ω | 10 W | 2%",1.8,10.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox10-1-8.html,2.47
Monacor LSR-18/20,"Monacor LSR-18/20 | 1,8 Ω | 20 W | 5%",1.8,20.0,5.0,https://www.soundimports.eu/en/monacor-lsr-18-20.html,2.69
"Mundorf MR10-1,80","Mundorf MR10-1,80 | 1,80 Ω | 10 W | 2%",1.8,10.0,2.0,https://www.soundimports.eu/en/mundorf-mr10-180.html,2.88
Jantzen Audio 002-0169,"Jantzen Audio 002-0169 | 1,8 Ω | 10 W | 1%",1.8,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0169.html,5.33
"Mundorf MRES20-1,80","Mundorf MRES20-1,80 | 1,80 Ω | 20 W | 2%",1.8,20.0,2.0,https://www.soundimports.eu/en/mundorf-mres20-180.html,20.62
"Mundorf MREU30-1,8T1C","Mundorf MREU30-1,8T1C | 1,80 Ω | 3/30 W | 1%",1.8,3.0,1.0,https://www.soundimports.eu/en/mundorf-mreu30-1-8t1c.html,31.36
Jantzen Audio 002-0580,"Jantzen Audio 002-0580 | 2,0 Ω | 5 W | 5%",2.0,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0580.html,0.82
Jantzen Audio 002-0289,"Jantzen Audio 002-0289 | 2,0 Ω | 5 W | 5%",2.0,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0289.html,0.82
Jantzen Audio 002-0424,"Jantzen Audio 002-0424 | 2,0 Ω | 10 W | 5%",2.0,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0424.html,1.23
Dayton Audio DNR-2.0,Dayton Audio DNR-2.0 | 2.0 Ω | 10 W | 2%,2.0,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-20.html,1.64
Jantzen Audio 002-0055,"Jantzen Audio 002-0055 | 2,0 Ω | 5 W | 1%",2.0,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0055.html,1.64
Dayton Audio DPR10-2.0,Dayton Audio DPR10-2.0 | 2.0 Ω | 10 W | 1%,2.0,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-2.html,2.47
Jantzen Audio 002-0172,"Jantzen Audio 002-0172 | 2,0 Ω | 10 W | 1%",2.0,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0172.html,5.33
Dayton Audio DPR20-2.0,Dayton Audio DPR20-2.0 | 2.0 Ω | 20 W | 1%,2.0,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-2.html,5.74
Jantzen Audio 002-0754,"Jantzen Audio 002-0754 | 2,2 Ω | 10 W | 5%",2.2,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0754.html,0.82
Jantzen Audio 002-0292,"Jantzen Audio 002-0292 | 2,2 Ω | 5 W | 5%",2.2,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0292.html,0.82
Intertechnik WAX5/2.20/5,"Intertechnik WAX5/2.20/5 | 2,20 Ω | 5 W | 5%",2.2,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-2-20-5.html,0.82
Jantzen Audio 002-0583,"Jantzen Audio 002-0583 | 2,2 Ω | 5 W | 5%",2.2,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0583.html,0.82
Intertechnik MOX04/2.2,"Intertechnik MOX04/2.2 | 2,20 Ω | 4 W | 2%",2.2,4.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox04-2-2.html,0.98
Jantzen Audio 002-0427,"Jantzen Audio 002-0427 | 2,2 Ω | 10 W | 5%",2.2,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0427.html,1.23
Intertechnik WAX10/2.20/5,"Intertechnik WAX10/2.20/5 | 2,20 Ω | 10 W | 5%",2.2,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-2-20-5.html,1.23
Jantzen Audio 002-0904,"Jantzen Audio 002-0904 | 2,2 Ω | 20 W | 5%",2.2,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0904.html,1.23
Intertechnik M200/0220,"Intertechnik M200/0220 | 2,20 Ω | 2 W | 1%",2.2,2.0,1.0,https://www.soundimports.eu/en/it-intertechnik-m200-0220.html,1.23
Jantzen Audio 002-0058,"Jantzen Audio 002-0058 | 2,2 Ω | 5 W | 1%",2.2,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0058.html,1.64
"Mundorf MR5-2,20","Mundorf MR5-2,20 | 2,20 Ω | 5 W | 2%",2.2,5.0,2.0,https://www.soundimports.eu/en/mundorf-mr5-220.html,1.64
Intertechnik WAX20/2.20/5,"Intertechnik WAX20/2.20/5 | 2,20 Ω | 20 W | 5%",2.2,20.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax20-2-20-5.html,1.86
Intertechnik MOX10/2.2,"Intertechnik MOX10/2.2 | 2,20 Ω | 10 W | 2%",2.2,10.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox10-2-2.html,2.47
Monacor LSR-22/20,"Monacor LSR-22/20 | 2,2 Ω | 20 W | 5%",2.2,20.0,5.0,https://www.soundimports.eu/en/monacor-lsr-22-20.html,2.47
"Mundorf MR10-2,20","Mundorf MR10-2,20 | 2,20 Ω | 10 W | 2%",2.2,10.0,2.0,https://www.soundimports.eu/en/mundorf-mr10-220.html,2.88
Jantzen Audio 002-0175,"Jantzen Audio 002-0175 | 2,20 Ω | 10 W | 1%",2.2,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0175.html,5.33
"Mundorf MRES20-2,20","Mundorf MRES20-2,20 | 2,20 Ω | 20 W | 2%",2.2,20.0,2.0,https://www.soundimports.eu/en/mundorf-mres20-220.html,20.62
"Mundorf MREU30-2,2T1C","Mundorf MREU30-2,2T1C | 2,20 Ω | 3/30 W | 1%",2.2,3.0,1.0,https://www.soundimports.eu/en/mundorf-mreu30-2-2t1c.html,31.36
Intertechnik MEF3/2.2,"Intertechnik MEF3/2.2 | 2,20 Ω | 3 W | 1%",2.2,3.0,1.0,https://www.soundimports.eu/en/it-intertechnik-mef3-2-2.html,41.28
Jantzen Audio 002-0907,"Jantzen Audio 002-0907 | 2,4 Ω | 20 W | 5%",2.4,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0907.html,1.23
Jantzen Audio 002-0430,"Jantzen Audio 002-0430 | 2,4 Ω | 10 W | 5%",2.4,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0430.html,1.23
Dayton Audio DNR-2.4,Dayton Audio DNR-2.4 | 2.4 Ω | 10 W | 2%,2.4,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-24.html,1.64
Jantzen Audio 002-0061,"Jantzen Audio 002-0061 | 2,4 Ω | 5 W | 1%",2.4,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0061.html,1.64
Dayton Audio DPR10-2.4,Dayton Audio DPR10-2.4 | 2.4 Ω | 10 W | 1%,2.4,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-24.html,2.47
Jantzen Audio 002-0178,"Jantzen Audio 002-0178 | 2,4 Ω | 10 W | 1%",2.4,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0178.html,5.33
Dayton Audio DPR20-2.4,Dayton Audio DPR20-2.4 | 2.4 Ω | 20 W | 1%,2.4,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-24.html,5.74
Jantzen Audio 002-0760,"Jantzen Audio 002-0760 | 2,7 Ω | 10 W | 5%",2.7,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0760.html,0.82
Jantzen Audio 002-0298,"Jantzen Audio 002-0298 | 2,7 Ω | 5 W | 5%",2.7,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0298.html,0.82
Intertechnik WAX5/2.70/5,"Intertechnik WAX5/2.70/5 | 2,70 Ω | 5 W | 5%",2.7,5.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax5-2-70-5.html,0.82
Jantzen Audio 002-0589,"Jantzen Audio 002-0589 | 2,7 Ω | 5 W | 5%",2.7,5.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0589.html,0.82
Intertechnik MOX04/2.7,"Intertechnik MOX04/2.7 | 2,70 Ω | 4 W | 2%",2.7,4.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox04-2-7.html,0.98
Jantzen Audio 002-0910,"Jantzen Audio 002-0910 | 2,7 Ω | 20 W | 5%",2.7,20.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0910.html,1.23
Jantzen Audio 002-0433,"Jantzen Audio 002-0433 | 2,7 Ω | 10 W | 5%",2.7,10.0,5.0,https://www.soundimports.eu/en/jantzen-audio-002-0433.html,1.23
Intertechnik WAX10/2.70/5,"Intertechnik WAX10/2.70/5 | 2,70 Ω | 10 W | 5%",2.7,10.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax10-2-70-5.html,1.23
Jantzen Audio 002-0064,"Jantzen Audio 002-0064 | 2,7 Ω | 5 W | 1%",2.7,5.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0064.html,1.64
"Mundorf MR5-2,70","Mundorf MR5-2,70 | 2,70 Ω | 5 W | 2%",2.7,5.0,2.0,https://www.soundimports.eu/en/mundorf-mr5-270.html,1.64
Dayton Audio DNR-2.7,Dayton Audio DNR-2.7 | 2.7 Ω | 10 W | 2%,2.7,10.0,2.0,https://www.soundimports.eu/en/dayton-audio-dnr-27.html,1.64
Intertechnik WAX20/2.70/5,"Intertechnik WAX20/2.70/5 | 2,70 Ω | 20 W | 5%",2.7,20.0,5.0,https://www.soundimports.eu/en/it-intertechnik-wax20-2-70-5.html,1.86
Dayton Audio DPR10-2.7,Dayton Audio DPR10-2.7 | 2.7 Ω | 10 W | 1%,2.7,10.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr10-27.html,2.47
Intertechnik MOX10/2.7,"Intertechnik MOX10/2.7 | 2,70 Ω | 10 W | 2%",2.7,10.0,2.0,https://www.soundimports.eu/en/it-intertechnik-mox10-2-7.html,2.47
Monacor LSR-27/20,"Monacor LSR-27/20 | 2,7 Ω | 20 W | 5%",2.7,20.0,5.0,https://www.soundimports.eu/en/monacor-lsr-27-20.html,2.69
"Mundorf MR10-2,70","Mundorf MR10-2,70 | 2,70 Ω | 10 W | 2%",2.7,10.0,2.0,https://www.soundimports.eu/en/mundorf-mr10-270.html,2.88
Intertechnik ME270,"Intertechnik ME270 | 2,70 Ω | 6 W | 1%",2.7,6.0,1.0,https://www.soundimports.eu/en/it-intertechnik-me270.html,4.34
Jantzen Audio 002-0181,"Jantzen Audio 002-0181 | 2,70 Ω | 10 W | 1%",2.7,10.0,1.0,https://www.soundimports.eu/en/jantzen-audio-002-0181.html,5.33
Dayton Audio DPR20-2.7,Dayton Audio DPR20-2.7 | 2.7 Ω | 20 W | 1%,2.7,20.0,1.0,https://www.soundimports.eu/en/dayton-audio-dpr20-27.html,5.74
"Mundorf MRES20-2,70","Mundorf MRES20-2,70 | 2,70 Ω | 20 W | 2%",2.7,20.0,2.0,https://www.soundimports.eu/en/mundorf-mres20-270.html,20.62
"Mundorf MREU30-2,7T1C","Mundorf MREU30-2,7T1C | 2,70 Ω | 3/30 W | 1%",2.7,3.0,1.0,https://www.soundimports.eu/en/mundorf-mreu30-2-7t1c.html,31.36
Intertechnik MEF3/2.7,"Intertechnik MEF3/2.7 | 2,70 Ω | 3 W | 1%",2.7,3.0,1.0,https://www.soundimports.eu/en/it-intertechnik-mef3-2-7.html,41.28
